Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Field_Area_hectare,Previous_Irrigation_mm,Soil_Type,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Mulching_Used,Region
5.38,48.0,1.57,2.85,16.75,46.66,547.32,4.52,3.25,5.57,59.01,Loamy,Cotton,Vegetative,Kharif,Rainfed,Reservoir,No,West
6.8,55.85,1.37,3.33,32.51,44.62,1758.01,6.38,6.98,2.9,34.97,Silt,Maize,Vegetative,Zaid,Canal,River,Yes,East
5.42,59.17,0.43,2.82,36.1,61.7,989.7,4.73,3.54,4.44,33.81,Silt,Potato,Vegetative,Zaid,Rainfed,Rainwater,No,West
5.75,27.96,0.75,2.1,39.38,67.12,2058.94,8.58,17.84,14.53,19.37,Silt,Cotton,Flowering,Kharif,Rainfed,Reservoir,No,Central
6.63,33.87,1.2,2.63,29.76,81.14,1212.39,9.92,1.94,3.3,34.57,Sandy,Sugarcane,Flowering,Zaid,Rainfed,Reservoir,Yes,North
6.81,28.18,1.51,0.67,36.68,37.5,599.27,10.06,16.71,6.31,16.61,Silt,Rice,Harvest,Rabi,Canal,River,Yes,South
6.36,35.99,1.26,2.04,40.46,47.53,875.07,5.37,16.99,12.74,68.52,Loamy,Rice,Sowing,Kharif,Drip,Reservoir,Yes,South
5.31,11.68,0.39,1.24,27.91,86.7,1214.95,8.04,8.93,2.71,33.93,Clay,Cotton,Vegetative,Zaid,Sprinkler,River,No,East
6.41,12.34,1.44,2.19,21.42,38.77,575.99,10.69,19.46,5.33,53.09,Sandy,Rice,Vegetative,Rabi,Rainfed,Rainwater,Yes,South
7.03,62.1,0.83,1.81,18.7,78.48,1239.63,10.55,12.71,7.34,30.8,Silt,Sugarcane,Vegetative,Rabi,Canal,River,Yes,South
5.27,24.06,0.8,2.08,35.76,64.44,1320.26,10.31,10.13,14.01,110.23,Clay,Maize,Sowing,Rabi,Canal,Rainwater,No,North
6.79,39.18,0.62,2.93,39.83,48.08,9.25,10.78,2.43,4.74,79.75,Silt,Cotton,Flowering,Zaid,Rainfed,Reservoir,No,North
6.46,16.71,0.99,0.67,31.81,80.65,1077.09,5.77,7.4,4.65,118.58,Loamy,Sugarcane,Sowing,Kharif,Drip,River,No,North
5.48,21.52,0.45,1.45,14.25,58.44,1370.75,8.7,12.82,7.78,62.09,Loamy,Rice,Harvest,Kharif,Canal,Reservoir,No,North
5.06,45.84,0.4,1.18,26.4,44.51,2469.99,10.04,11.89,2.72,50.41,Clay,Rice,Vegetative,Rabi,Canal,Rainwater,No,East
7.7,35.85,1.21,2.61,25.86,73.86,941.09,4.06,19.65,11.71,15.71,Silt,Maize,Vegetative,Zaid,Drip,Rainwater,Yes,East
5.84,56.41,0.52,0.53,23.77,53.0,582.0,4.5,7.26,5.68,112.61,Loamy,Cotton,Harvest,Zaid,Rainfed,River,Yes,West
6.45,45.27,0.61,2.23,31.54,44.87,1408.85,5.05,9.29,3.02,57.57,Clay,Cotton,Sowing,Rabi,Canal,Groundwater,No,North
7.73,21.36,0.77,2.6,25.06,80.9,695.66,6.56,18.82,10.86,72.93,Sandy,Wheat,Sowing,Kharif,Sprinkler,Reservoir,No,North
7.59,28.77,1.19,0.2,22.21,33.95,1458.19,5.19,13.2,11.93,101.3,Sandy,Maize,Vegetative,Kharif,Rainfed,Rainwater,No,West
6.57,9.65,0.54,0.6,26.92,89.59,880.66,8.04,7.79,4.2,74.76,Loamy,Rice,Vegetative,Zaid,Drip,River,Yes,South
7.69,9.2,1.34,2.08,18.69,92.21,722.84,4.22,17.27,14.45,75.73,Silt,Cotton,Flowering,Kharif,Canal,Rainwater,No,West
5.05,61.27,0.89,3.41,32.05,37.06,2140.75,6.35,2.63,1.71,101.63,Loamy,Sugarcane,Harvest,Rabi,Drip,River,No,East
6.01,37.99,1.09,2.19,21.22,51.78,1729.13,5.94,11.93,1.97,81.57,Sandy,Rice,Flowering,Zaid,Drip,Reservoir,No,South
4.98,44.69,0.69,0.26,39.71,93.54,918.15,7.19,9.51,10.66,115.66,Silt,Rice,Sowing,Rabi,Drip,Reservoir,No,West
6.39,62.57,1.51,0.22,18.55,89.42,1184.68,6.55,14.09,5.37,38.91,Sandy,Cotton,Flowering,Rabi,Sprinkler,River,No,West
5.53,25.24,0.56,2.43,31.01,92.93,2278.58,5.42,12.15,2.92,79.75,Sandy,Maize,Flowering,Kharif,Drip,Reservoir,Yes,East
7.82,44.64,1.54,3.12,19.44,58.44,2115.31,10.7,3.78,5.2,109.32,Clay,Sugarcane,Harvest,Kharif,Drip,Rainwater,Yes,East
6.42,8.75,0.76,2.29,27.84,47.68,2174.95,9.93,9.52,5.66,87.77,Loamy,Potato,Vegetative,Zaid,Rainfed,Rainwater,No,South
6.36,19.62,0.72,1.4,16.65,54.98,155.55,6.59,5.87,4.25,101.7,Clay,Rice,Sowing,Rabi,Canal,River,Yes,East
5.9,55.11,0.69,0.68,18.61,56.79,1570.4,8.69,9.85,14.92,108.88,Clay,Potato,Sowing,Kharif,Rainfed,Reservoir,Yes,South
7.27,64.93,1.18,2.93,22.54,72.01,1010.65,6.41,9.0,3.95,87.63,Loamy,Cotton,Sowing,Kharif,Sprinkler,Groundwater,Yes,Central
5.64,46.85,0.79,1.1,32.74,39.47,919.26,8.94,2.47,10.75,90.65,Sandy,Sugarcane,Flowering,Kharif,Rainfed,Groundwater,Yes,Central
7.89,10.53,1.13,1.24,26.92,66.23,1213.45,4.04,13.63,8.83,36.45,Clay,Rice,Harvest,Zaid,Drip,River,No,West
7.67,38.63,0.55,0.38,41.08,94.96,741.74,6.35,11.59,8.04,86.56,Clay,Potato,Sowing,Rabi,Drip,River,Yes,North
5.77,10.88,1.22,2.21,24.11,46.47,2064.02,6.44,10.91,8.64,84.64,Clay,Potato,Harvest,Kharif,Sprinkler,Rainwater,Yes,East
5.85,63.74,1.06,1.48,24.78,75.35,1308.64,7.57,18.97,9.09,100.94,Clay,Sugarcane,Sowing,Zaid,Sprinkler,Rainwater,No,West
6.45,11.92,0.96,2.96,28.86,35.14,1061.38,8.71,11.21,13.71,90.15,Sandy,Potato,Vegetative,Rabi,Sprinkler,Rainwater,Yes,North
6.15,63.05,1.36,2.21,18.83,31.94,934.41,8.77,17.69,10.36,31.44,Silt,Wheat,Harvest,Zaid,Canal,River,No,East
7.43,63.1,0.98,1.82,17.41,89.38,1844.71,5.19,15.12,10.6,102.03,Sandy,Maize,Flowering,Zaid,Rainfed,Reservoir,No,West
6.14,50.82,1.48,0.29,24.67,66.37,1501.06,7.25,8.42,3.6,97.3,Clay,Maize,Vegetative,Rabi,Canal,Reservoir,No,Central
5.1,8.37,1.21,2.17,36.78,45.08,1441.31,10.69,14.13,12.91,44.66,Loamy,Wheat,Harvest,Rabi,Canal,River,Yes,Central
6.63,23.56,1.29,1.86,24.92,35.6,9.55,10.64,5.45,7.83,92.69,Sandy,Cotton,Vegetative,Zaid,Rainfed,Reservoir,No,East
5.67,34.33,1.12,2.76,39.72,44.63,1022.15,4.43,2.78,10.63,39.68,Sandy,Cotton,Vegetative,Rabi,Canal,Groundwater,Yes,West
6.66,23.79,0.93,2.33,16.75,68.7,2489.08,6.3,11.64,12.47,7.07,Sandy,Cotton,Harvest,Kharif,Sprinkler,River,Yes,West
5.87,28.16,0.36,2.12,12.39,43.39,2185.28,9.14,16.82,9.36,29.67,Silt,Rice,Flowering,Zaid,Canal,River,Yes,West
7.41,59.99,0.59,1.5,22.38,94.54,677.29,7.22,5.01,7.49,20.13,Loamy,Potato,Harvest,Kharif,Sprinkler,Reservoir,Yes,West
6.86,24.34,1.59,2.66,37.55,35.99,469.22,7.92,11.06,5.68,66.92,Sandy,Rice,Harvest,Zaid,Rainfed,Reservoir,No,East
6.86,12.53,0.77,2.46,24.51,72.5,661.55,4.35,16.01,5.06,92.71,Clay,Rice,Harvest,Rabi,Canal,Reservoir,Yes,South
5.47,53.86,1.22,2.92,34.44,50.97,934.41,7.7,6.91,7.38,13.02,Loamy,Potato,Sowing,Rabi,Canal,Rainwater,Yes,Central
7.64,55.45,1.36,2.01,12.66,46.9,2321.85,10.48,5.74,13.12,103.88,Sandy,Potato,Vegetative,Zaid,Rainfed,River,Yes,East
6.08,50.51,0.62,1.15,14.71,85.0,2325.56,10.03,13.11,7.38,11.93,Silt,Maize,Sowing,Kharif,Canal,Groundwater,Yes,South
5.34,52.02,0.52,1.06,20.55,61.44,2118.55,8.95,19.74,10.56,101.7,Clay,Maize,Vegetative,Zaid,Drip,River,No,North
6.82,28.37,0.48,1.74,24.3,53.84,1708.73,4.01,19.52,1.83,117.74,Clay,Rice,Flowering,Rabi,Drip,Reservoir,Yes,Central
5.92,59.22,0.81,2.44,25.92,84.3,394.65,4.99,13.04,1.43,113.59,Loamy,Rice,Harvest,Rabi,Drip,Groundwater,Yes,South
6.23,33.99,1.09,0.31,24.12,66.86,1837.6,5.28,18.21,2.92,113.16,Loamy,Maize,Sowing,Zaid,Sprinkler,Groundwater,Yes,West
5.6,50.62,1.48,2.11,39.83,89.41,1290.19,6.96,13.29,8.72,18.47,Clay,Sugarcane,Sowing,Zaid,Rainfed,River,No,West
6.12,31.79,0.63,1.65,38.06,36.75,2177.55,8.4,15.76,0.62,107.92,Clay,Wheat,Vegetative,Rabi,Sprinkler,River,Yes,East
6.5,12.63,0.98,2.36,16.75,60.61,2390.9,5.28,18.7,5.71,86.58,Silt,Sugarcane,Flowering,Zaid,Rainfed,Rainwater,Yes,North
7.79,21.74,1.37,0.45,26.16,50.62,557.03,9.56,11.21,6.54,89.76,Clay,Potato,Flowering,Rabi,Drip,Reservoir,No,West
7.76,58.64,1.12,2.81,23.74,68.68,1390.4,5.84,18.82,1.18,107.92,Loamy,Sugarcane,Sowing,Kharif,Rainfed,Reservoir,No,South
5.28,31.07,1.08,0.16,36.39,38.33,1450.04,9.07,15.52,4.81,59.83,Sandy,Sugarcane,Vegetative,Kharif,Sprinkler,Groundwater,Yes,West
7.46,58.16,0.52,2.76,28.36,83.5,2487.66,4.44,13.23,3.63,83.25,Silt,Potato,Flowering,Zaid,Sprinkler,Reservoir,No,Central
6.48,49.8,0.84,2.9,13.0,29.78,1647.06,6.37,7.32,14.98,47.6,Loamy,Wheat,Harvest,Zaid,Canal,Groundwater,Yes,West
6.68,21.99,0.55,2.12,26.81,54.01,799.21,4.01,3.2,10.48,18.09,Sandy,Wheat,Flowering,Kharif,Rainfed,Rainwater,Yes,Central
6.52,49.94,1.31,1.65,14.86,75.85,794.43,7.99,4.6,11.72,88.4,Silt,Wheat,Vegetative,Kharif,Drip,Rainwater,No,West
7.7,30.14,0.32,0.23,30.35,25.93,2128.32,6.41,0.74,4.11,30.63,Silt,Potato,Harvest,Kharif,Canal,Rainwater,No,Central
7.55,26.34,0.77,0.48,20.57,76.88,937.09,7.43,17.66,4.18,108.44,Sandy,Wheat,Sowing,Zaid,Sprinkler,River,Yes,West
6.18,24.06,0.61,1.83,36.15,88.38,860.04,4.47,17.84,11.98,112.62,Silt,Cotton,Harvest,Kharif,Drip,River,Yes,East
6.01,16.97,1.18,1.72,26.73,72.99,1210.36,9.58,10.81,5.52,52.63,Sandy,Maize,Flowering,Kharif,Rainfed,Reservoir,No,South
5.26,47.12,0.9,2.86,17.84,26.62,727.57,9.25,6.12,8.9,16.91,Loamy,Sugarcane,Sowing,Zaid,Sprinkler,Reservoir,No,East
5.73,27.32,0.58,0.48,38.97,58.67,1206.59,8.99,15.56,4.23,118.76,Silt,Wheat,Vegetative,Zaid,Drip,Groundwater,Yes,East
5.77,8.18,1.23,2.3,20.15,83.52,1569.6,9.12,1.8,7.96,30.75,Clay,Maize,Flowering,Rabi,Drip,Rainwater,No,East
5.55,57.13,1.12,2.78,28.89,60.92,1642.63,5.03,11.99,3.95,87.69,Sandy,Sugarcane,Flowering,Kharif,Drip,Reservoir,No,North
6.19,49.74,1.47,2.02,15.33,73.09,1509.44,6.57,9.64,2.01,118.16,Silt,Sugarcane,Vegetative,Kharif,Sprinkler,Groundwater,Yes,West
5.62,25.87,0.85,0.76,13.07,30.87,1098.24,6.69,9.52,6.82,92.19,Loamy,Sugarcane,Vegetative,Kharif,Canal,Groundwater,No,South
6.05,9.25,0.68,0.88,16.43,80.37,2061.79,8.93,11.32,12.06,118.48,Clay,Wheat,Sowing,Kharif,Canal,Reservoir,No,East
6.61,26.56,1.27,1.3,32.55,44.01,2238.41,8.74,2.9,7.52,40.65,Clay,Rice,Harvest,Zaid,Rainfed,Reservoir,Yes,Central
5.94,21.11,1.07,1.77,18.56,27.02,1156.89,9.89,15.84,13.78,35.77,Loamy,Sugarcane,Vegetative,Zaid,Sprinkler,Reservoir,Yes,East
7.45,52.73,0.57,1.68,15.85,73.84,1768.02,7.18,5.74,6.74,23.32,Loamy,Maize,Sowing,Zaid,Rainfed,Rainwater,Yes,East
6.42,28.44,0.48,1.99,27.73,89.37,1774.25,4.84,12.11,13.28,72.08,Clay,Cotton,Sowing,Zaid,Rainfed,River,No,North
5.62,57.57,0.33,1.66,16.42,31.11,1885.87,8.25,14.83,8.56,105.17,Silt,Sugarcane,Vegetative,Zaid,Drip,River,Yes,East
6.0,48.51,0.81,1.81,29.52,29.42,1419.95,9.29,5.59,6.42,5.65,Silt,Maize,Sowing,Rabi,Drip,River,Yes,North
7.84,50.08,0.61,2.81,25.28,69.7,1463.8,5.52,2.62,12.53,13.33,Clay,Maize,Sowing,Zaid,Drip,Groundwater,No,East
7.73,38.74,0.84,1.81,33.49,28.31,1553.94,5.51,17.96,6.99,33.52,Sandy,Cotton,Sowing,Zaid,Canal,Reservoir,No,North
7.77,62.01,0.98,2.34,21.38,64.57,691.11,7.14,2.2,12.15,7.34,Silt,Rice,Harvest,Kharif,Drip,River,No,West
5.78,61.07,1.2,0.26,24.8,66.6,2079.94,8.55,12.45,12.81,43.65,Sandy,Wheat,Vegetative,Zaid,Sprinkler,Groundwater,No,North
6.57,28.95,0.39,1.42,37.31,52.81,1711.93,8.86,7.13,5.1,90.02,Clay,Cotton,Vegetative,Zaid,Rainfed,Groundwater,No,West
5.81,34.64,0.96,0.59,34.92,35.99,1754.45,6.55,5.41,0.31,97.66,Silt,Cotton,Vegetative,Zaid,Rainfed,Groundwater,No,North
5.61,12.18,1.47,1.2,18.87,51.05,2499.38,4.72,19.53,13.42,21.92,Sandy,Wheat,Flowering,Zaid,Rainfed,Reservoir,Yes,West
5.5,30.46,1.35,1.28,13.9,77.49,2031.51,6.41,14.21,7.14,68.56,Silt,Cotton,Flowering,Rabi,Sprinkler,Reservoir,Yes,East
5.52,24.67,0.44,1.79,35.25,87.1,2338.83,10.29,9.18,13.29,109.25,Clay,Cotton,Vegetative,Zaid,Drip,Groundwater,No,South
5.14,60.14,1.06,1.63,33.19,57.63,2496.24,5.09,0.94,11.07,89.87,Loamy,Potato,Harvest,Rabi,Canal,Rainwater,No,South
6.61,63.19,0.38,1.82,37.24,73.42,2197.38,9.95,16.42,10.63,71.93,Loamy,Wheat,Sowing,Rabi,Sprinkler,River,Yes,Central
7.89,32.6,1.44,2.55,17.67,37.12,2294.69,6.09,18.74,9.25,89.87,Clay,Cotton,Sowing,Kharif,Sprinkler,Rainwater,Yes,North
5.98,11.48,0.54,1.67,41.12,51.09,2178.81,6.54,2.19,1.95,113.34,Sandy,Wheat,Harvest,Rabi,Sprinkler,Groundwater,No,South
6.7,52.38,0.83,2.25,22.21,90.04,1226.92,6.42,2.85,5.01,27.65,Silt,Cotton,Harvest,Zaid,Drip,Reservoir,No,West
6.65,34.69,1.13,2.23,20.55,50.0,1396.69,9.71,10.35,10.85,115.39,Silt,Sugarcane,Sowing,Zaid,Canal,River,No,Central
6.54,36.79,0.89,2.07,18.67,37.66,1782.46,9.96,3.81,8.29,111.74,Loamy,Maize,Vegetative,Kharif,Canal,Reservoir,Yes,West
7.77,36.54,0.61,0.44,25.57,78.64,1113.56,8.65,1.46,5.06,112.55,Loamy,Potato,Vegetative,Rabi,Drip,River,No,West
7.37,43.23,1.01,3.01,19.79,73.69,2351.27,7.56,5.71,9.37,21.81,Clay,Sugarcane,Flowering,Rabi,Sprinkler,Reservoir,Yes,Central
7.04,24.35,1.2,3.23,33.85,54.16,2374.99,6.54,12.31,4.08,81.82,Sandy,Maize,Vegetative,Zaid,Drip,Reservoir,Yes,West
4.9,23.37,1.48,2.82,35.65,60.66,1061.38,7.58,2.85,2.97,105.07,Sandy,Rice,Sowing,Zaid,Canal,Rainwater,No,Central
6.22,10.81,1.24,2.02,13.7,93.74,2344.67,7.22,3.77,5.6,17.62,Clay,Maize,Harvest,Zaid,Rainfed,Rainwater,Yes,South
6.24,21.47,1.38,0.15,31.95,46.07,2357.41,4.01,6.78,8.88,68.79,Loamy,Maize,Flowering,Zaid,Sprinkler,Reservoir,Yes,West
7.83,48.85,0.52,3.45,24.01,90.61,1008.5,9.96,5.58,8.35,102.81,Silt,Wheat,Vegetative,Kharif,Sprinkler,Groundwater,Yes,East
7.32,47.34,0.72,2.05,27.92,70.41,794.68,4.01,16.03,13.77,23.32,Loamy,Potato,Vegetative,Kharif,Drip,Groundwater,No,West
6.27,62.87,0.61,1.21,35.62,75.0,1419.57,10.72,8.33,3.02,103.52,Silt,Cotton,Harvest,Kharif,Canal,Groundwater,No,East
6.41,64.45,0.83,0.22,40.8,47.84,2079.45,9.49,19.64,7.76,99.86,Clay,Wheat,Vegetative,Rabi,Sprinkler,Reservoir,Yes,South
7.91,35.44,0.81,2.02,25.7,68.68,937.31,4.98,3.79,8.8,74.68,Silt,Maize,Harvest,Zaid,Drip,River,Yes,Central
6.38,53.49,0.58,2.64,20.82,30.33,816.77,9.79,5.8,8.97,42.98,Silt,Sugarcane,Flowering,Rabi,Sprinkler,Rainwater,No,South
5.23,28.58,1.57,0.2,20.2,89.35,1034.38,7.86,3.01,14.46,40.86,Loamy,Potato,Sowing,Rabi,Rainfed,Rainwater,Yes,East
6.48,48.48,0.33,3.04,19.43,36.05,1085.01,5.12,5.95,13.3,86.57,Silt,Maize,Sowing,Kharif,Canal,Reservoir,No,Central
6.05,45.99,1.24,2.05,31.77,79.45,1882.19,9.92,2.86,3.29,112.87,Sandy,Wheat,Harvest,Zaid,Sprinkler,Reservoir,Yes,North
6.57,19.16,1.41,2.69,40.92,43.99,2442.68,6.73,11.16,8.9,51.47,Loamy,Potato,Harvest,Zaid,Drip,Reservoir,No,West
5.5,8.82,0.67,0.98,18.9,25.0,2168.79,7.17,1.15,14.47,89.18,Sandy,Rice,Flowering,Zaid,Rainfed,River,No,East
5.73,42.51,0.43,0.61,28.61,88.13,1550.89,4.62,0.82,12.8,12.62,Silt,Rice,Flowering,Rabi,Drip,Reservoir,Yes,East
7.78,63.42,0.77,2.79,25.31,66.32,1172.88,10.57,17.16,3.29,115.04,Loamy,Rice,Vegetative,Kharif,Rainfed,Groundwater,Yes,South
7.97,16.04,1.24,2.12,20.19,80.05,1551.56,5.29,4.62,11.21,51.57,Silt,Wheat,Sowing,Zaid,Sprinkler,Reservoir,Yes,Central
6.88,32.4,1.52,0.77,13.64,38.59,1576.92,5.87,13.96,6.38,82.62,Silt,Rice,Harvest,Rabi,Sprinkler,Groundwater,No,Central
6.12,26.34,1.54,2.08,17.48,87.52,485.41,6.56,3.84,8.9,40.78,Silt,Rice,Sowing,Zaid,Rainfed,Rainwater,Yes,South
7.55,9.66,0.63,0.23,26.4,80.78,1855.21,8.11,19.66,7.61,53.76,Silt,Maize,Sowing,Rabi,Rainfed,Rainwater,No,West
6.08,39.55,0.38,2.69,12.07,45.64,1361.51,7.86,2.53,12.23,9.4,Loamy,Potato,Vegetative,Zaid,Sprinkler,Rainwater,No,North
7.71,36.52,0.98,2.68,33.19,75.95,2264.62,6.67,1.17,12.44,33.55,Sandy,Potato,Harvest,Rabi,Drip,Groundwater,No,South
5.53,34.57,1.13,1.94,38.5,44.58,2476.03,6.36,16.58,5.3,56.95,Clay,Wheat,Harvest,Rabi,Sprinkler,Groundwater,Yes,South
5.95,51.38,0.61,2.21,18.78,53.84,593.99,4.06,5.26,4.13,90.51,Clay,Potato,Flowering,Zaid,Drip,River,Yes,East
7.42,54.01,1.58,2.62,29.26,84.51,982.64,8.84,0.58,14.97,20.04,Silt,Sugarcane,Flowering,Zaid,Rainfed,Rainwater,No,North
5.38,57.54,0.9,0.98,20.52,76.18,2218.59,10.31,1.36,7.87,49.06,Loamy,Sugarcane,Flowering,Zaid,Drip,Reservoir,Yes,Central
7.97,10.39,0.41,1.59,34.09,60.81,1291.0,10.24,19.63,9.36,70.6,Sandy,Sugarcane,Vegetative,Zaid,Sprinkler,Reservoir,No,North
5.73,12.41,0.74,0.96,39.77,31.63,765.96,10.31,19.94,1.65,43.92,Loamy,Sugarcane,Sowing,Rabi,Sprinkler,Groundwater,No,South
6.17,35.13,0.58,3.2,38.85,68.55,1919.85,8.73,3.17,9.31,114.32,Clay,Cotton,Harvest,Kharif,Sprinkler,Groundwater,No,North
6.74,31.2,0.58,2.42,22.5,33.28,1229.17,9.62,11.51,4.17,11.39,Silt,Rice,Vegetative,Kharif,Drip,Groundwater,Yes,Central
5.98,24.47,1.47,0.76,16.0,68.34,596.25,7.52,3.97,0.83,18.55,Loamy,Rice,Vegetative,Kharif,Sprinkler,Reservoir,No,West
5.09,62.68,0.6,1.16,38.31,31.83,811.25,8.04,12.25,13.25,46.46,Clay,Cotton,Flowering,Zaid,Drip,Rainwater,No,North
6.04,36.95,0.95,2.59,36.34,39.81,1404.93,8.86,9.93,7.51,35.52,Sandy,Sugarcane,Harvest,Zaid,Sprinkler,River,No,North
7.08,28.64,0.41,1.71,17.31,71.35,2440.01,6.91,19.31,2.49,85.35,Clay,Cotton,Harvest,Kharif,Rainfed,River,Yes,Central
6.7,52.42,1.35,1.12,21.09,47.95,2185.75,8.86,2.91,9.95,12.24,Sandy,Rice,Sowing,Kharif,Sprinkler,Reservoir,No,West
6.81,8.19,0.7,2.14,24.77,82.81,2136.37,9.3,13.39,1.2,109.55,Sandy,Maize,Sowing,Rabi,Rainfed,Rainwater,No,South
6.79,26.93,1.16,1.84,13.42,91.94,1470.77,6.43,10.28,0.4,61.8,Loamy,Potato,Vegetative,Kharif,Canal,Groundwater,No,East
5.63,49.64,1.05,0.47,38.46,29.67,1479.48,6.89,0.63,0.47,43.65,Clay,Potato,Vegetative,Zaid,Drip,Rainwater,No,West
6.09,40.42,1.03,3.35,32.16,29.11,1580.58,10.04,14.07,12.49,97.69,Silt,Maize,Sowing,Kharif,Drip,Reservoir,Yes,South
6.8,48.48,1.53,0.98,19.39,75.28,2091.66,6.22,18.93,8.53,107.44,Sandy,Wheat,Vegetative,Zaid,Canal,River,Yes,East
7.38,20.54,0.92,3.04,31.32,65.0,2121.38,5.36,16.04,2.31,81.22,Loamy,Cotton,Flowering,Rabi,Drip,River,No,South
5.7,42.68,0.46,0.81,22.32,36.53,1479.72,4.65,9.46,13.71,90.47,Sandy,Rice,Vegetative,Kharif,Drip,Rainwater,Yes,South
6.47,51.84,0.57,2.36,17.72,83.52,1783.87,6.39,13.01,14.3,118.38,Clay,Maize,Harvest,Rabi,Rainfed,Groundwater,Yes,Central
6.39,64.66,0.68,3.02,35.57,44.61,1061.49,7.73,18.15,6.3,117.53,Silt,Maize,Sowing,Kharif,Rainfed,River,Yes,West
7.96,11.72,0.74,2.12,22.36,75.28,2439.63,9.69,9.89,6.49,17.81,Sandy,Wheat,Harvest,Kharif,Canal,Groundwater,No,West
7.98,34.31,1.23,2.01,38.31,85.38,695.12,5.42,7.36,7.25,78.31,Clay,Maize,Vegetative,Rabi,Drip,Reservoir,No,West
7.71,11.95,1.48,1.95,22.83,58.92,1631.18,8.69,11.39,9.3,30.95,Silt,Sugarcane,Harvest,Rabi,Rainfed,Rainwater,No,West
7.89,13.45,1.15,2.86,29.51,65.08,2490.62,8.89,16.34,11.5,30.23,Silt,Potato,Vegetative,Kharif,Canal,Groundwater,No,East
7.75,63.93,1.18,2.29,14.12,52.98,1318.73,9.11,2.86,11.29,18.24,Loamy,Maize,Vegetative,Rabi,Sprinkler,River,Yes,East
7.11,35.86,0.38,3.18,17.7,75.54,1638.44,4.61,2.6,11.19,74.37,Silt,Wheat,Sowing,Zaid,Canal,Reservoir,Yes,North
7.77,63.93,1.34,0.52,38.8,75.19,968.32,7.15,3.92,9.28,83.88,Loamy,Maize,Harvest,Kharif,Drip,Rainwater,No,West
6.99,9.8,0.78,1.94,28.12,58.24,2385.26,10.51,3.03,12.46,102.74,Silt,Cotton,Vegetative,Kharif,Rainfed,Rainwater,No,East
8.04,29.32,1.42,2.56,29.47,46.64,278.8,10.17,10.26,13.63,108.25,Loamy,Maize,Vegetative,Rabi,Canal,Reservoir,Yes,West
6.65,39.12,0.58,1.1,12.98,43.3,1658.03,8.21,9.52,5.63,63.6,Sandy,Sugarcane,Harvest,Rabi,Sprinkler,Rainwater,Yes,South
7.58,50.25,0.72,3.13,37.88,91.05,841.58,10.1,13.43,12.44,74.38,Silt,Sugarcane,Harvest,Rabi,Drip,Rainwater,Yes,West
7.98,37.47,1.46,2.71,17.75,69.12,1077.68,5.11,5.7,6.27,21.19,Sandy,Rice,Sowing,Zaid,Canal,River,Yes,Central
5.51,52.59,1.39,0.39,17.87,60.26,1219.06,4.63,1.59,6.06,51.29,Loamy,Rice,Harvest,Rabi,Canal,River,No,East
7.71,23.67,0.74,2.89,29.14,30.73,791.84,8.25,16.64,6.27,86.56,Clay,Cotton,Vegetative,Zaid,Rainfed,Rainwater,Yes,East
7.94,38.06,1.34,3.38,12.58,41.96,868.58,9.48,11.99,11.19,17.87,Clay,Sugarcane,Harvest,Kharif,Drip,Rainwater,No,East
4.9,8.94,1.12,3.14,31.01,75.16,1201.05,6.54,7.61,3.51,33.27,Clay,Rice,Vegetative,Zaid,Canal,River,No,East
7.93,40.92,0.47,3.05,22.76,91.87,1424.73,5.05,2.89,3.63,89.18,Sandy,Sugarcane,Sowing,Zaid,Sprinkler,Groundwater,Yes,Central
6.25,44.54,1.38,3.19,35.14,73.41,514.9,4.12,3.52,13.33,46.38,Clay,Potato,Harvest,Zaid,Sprinkler,Rainwater,Yes,South
7.53,43.76,0.33,2.98,41.48,37.22,1302.79,5.92,17.75,0.53,31.94,Sandy,Cotton,Harvest,Kharif,Sprinkler,Rainwater,No,North
5.89,48.66,0.51,1.04,22.78,29.63,2199.56,9.51,15.49,11.85,83.62,Sandy,Rice,Sowing,Zaid,Rainfed,Rainwater,Yes,South
6.89,62.95,0.95,1.53,28.55,86.63,657.16,9.51,13.82,2.43,72.65,Silt,Wheat,Harvest,Rabi,Sprinkler,River,No,East
7.22,51.41,1.2,1.85,32.31,87.71,1321.18,4.34,4.88,6.31,118.65,Silt,Rice,Sowing,Zaid,Drip,Reservoir,No,South
6.48,39.2,1.22,1.53,38.93,60.78,986.85,6.28,3.53,3.42,85.86,Loamy,Potato,Harvest,Kharif,Rainfed,Reservoir,No,East
7.68,19.16,0.36,2.59,41.74,83.89,2178.79,9.51,12.46,3.51,54.92,Sandy,Maize,Flowering,Zaid,Drip,Groundwater,Yes,North
6.17,22.37,1.19,1.84,29.07,86.23,2055.75,7.61,17.49,10.84,90.65,Silt,Potato,Vegetative,Zaid,Drip,Reservoir,Yes,East
7.64,35.0,0.78,2.65,32.86,76.1,355.48,6.17,9.29,0.77,113.46,Sandy,Rice,Vegetative,Rabi,Rainfed,Rainwater,Yes,South
7.41,30.84,0.6,1.72,26.86,84.24,1694.28,8.53,4.6,10.57,70.87,Sandy,Cotton,Flowering,Kharif,Drip,Reservoir,No,North
